airline,num flights,initial costs,final costs,reduction %,run,model
total,50,39912.82000000001,6221.339999999999,84.41,96,mincost
A,17,15221.81,1736.3199999999997,88.59,96,mincost
C,10,11161.51,1252.63,88.78,96,mincost
B,14,10797.51,1598.6900000000003,85.19,96,mincost
D,6,942.0,1442.07,-53.09,96,mincost
E,2,1193.22,153.72000000000003,87.12,96,mincost
F,1,596.77,37.91,93.65,96,mincost
total,50,39912.82000000001,6263.6900000000005,84.31,96,nnbound
A,17,15221.81,1829.4099999999996,87.98,96,nnbound
C,10,11161.51,1384.02,87.6,96,nnbound
B,14,10797.51,1718.09,84.09,96,nnbound
D,6,942.0,940.76,0.13,96,nnbound
E,2,1193.22,153.72000000000003,87.12,96,nnbound
F,1,596.77,237.69,60.17,96,nnbound
total,50,39912.82000000001,12659.35,68.28,96,udpp
A,17,15221.81,2660.6600000000003,82.52,96,udpp
C,10,11161.51,6832.080000000001,38.79,96,udpp
B,14,10797.51,1923.2399999999996,82.19,96,udpp
D,6,942.0,510.34000000000003,45.82,96,udpp
E,2,1193.22,136.26,88.58,96,udpp
F,1,596.77,596.77,0.0,96,udpp
total,50,12659.350000000002,8231.75,79.38,96,istop
A,17,2660.66,2525.96,83.41,96,istop
C,10,6832.080000000001,2862.59,74.35,96,istop
B,14,1923.2400000000002,1612.1,85.07,96,istop
D,6,510.34000000000003,498.06999999999994,47.13,96,istop
E,2,136.26,136.26,88.58,96,istop
F,1,596.77,596.77,0.0,96,istop
total,50,38247.780000000006,6742.1,82.37,97,mincost
D,7,2847.47,840.95,70.47,97,mincost
A,17,23599.4,1849.5899999999997,92.16,97,mincost
C,10,5286.5199999999995,1718.95,67.48,97,mincost
B,12,6173.820000000001,1502.7099999999998,75.66,97,mincost
E,3,306.06,740.9300000000001,-142.09,97,mincost
F,1,34.51,88.97,-157.81,97,mincost
total,50,38247.780000000006,7141.79,81.33,97,nnbound
D,7,2847.47,813.28,71.44,97,nnbound
A,17,23599.4,2553.29,89.18,97,nnbound
C,10,5286.5199999999995,1908.79,63.89,97,nnbound
B,12,6173.820000000001,1533.9699999999998,75.15,97,nnbound
E,3,306.06,297.95,2.65,97,nnbound
F,1,34.51,34.51,0.0,97,nnbound
total,50,38247.780000000006,9577.819999999998,74.96,97,udpp
D,7,2847.47,2640.2899999999995,7.28,97,udpp
A,17,23599.4,2065.2999999999997,91.25,97,udpp
C,10,5286.5199999999995,2027.0300000000002,61.66,97,udpp
B,12,6173.820000000001,2562.7599999999998,58.49,97,udpp
E,3,306.06,247.93,18.99,97,udpp
F,1,34.51,34.51,0.0,97,udpp
total,50,9577.819999999998,8760.339999999998,77.1,97,istop
D,7,2640.29,2314.75,18.71,97,istop
A,17,2065.2999999999997,1994.0700000000002,91.55,97,istop
C,10,2027.0300000000002,1888.6399999999999,64.27,97,istop
B,12,2562.7599999999998,2280.4399999999996,63.06,97,istop
E,3,247.93,247.93,18.99,97,istop
F,1,34.51,34.51,0.0,97,istop
total,50,36066.38,5846.69,83.79,98,mincost
D,6,1720.8200000000002,500.14000000000004,70.94,98,mincost
B,12,2227.79,1506.25,32.39,98,mincost
C,10,7795.42,1497.77,80.79,98,mincost
A,18,21092.89,1892.83,91.03,98,mincost
E,3,2974.85,153.56,94.84,98,mincost
F,1,254.61,296.14,-16.31,98,mincost
total,50,36066.38,5846.7,83.79,98,nnbound
D,6,1720.8200000000002,500.14000000000004,70.94,98,nnbound
B,12,2227.79,1506.25,32.39,98,nnbound
C,10,7795.42,1497.77,80.79,98,nnbound
A,18,21092.89,1995.45,90.54,98,nnbound
E,3,2974.85,153.56,94.84,98,nnbound
F,1,254.61,193.53,23.99,98,nnbound
total,50,36066.38,8648.680000000002,76.02,98,udpp
D,6,1720.8200000000002,780.4,54.65,98,udpp
B,12,2227.79,996.72,55.26,98,udpp
C,10,7795.42,2830.3199999999997,63.69,98,udpp
A,18,21092.89,1880.7899999999997,91.08,98,udpp
E,3,2974.85,1905.84,35.93,98,udpp
F,1,254.61,254.61,0.0,98,udpp
total,50,8648.680000000002,8284.36,77.03,98,istop
D,6,780.4,757.73,55.97,98,istop
B,12,996.72,972.1500000000001,56.36,98,istop
C,10,2830.32,2577.86,66.93,98,istop
A,18,1880.79,1833.4599999999998,91.31,98,istop
E,3,1905.84,1888.55,36.52,98,istop
F,1,254.61,254.61,0.0,98,istop
total,50,50848.569999999985,5869.730000000001,88.46,99,mincost
F,1,0.0,0.0,0.0,99,mincost
D,8,9414.3,648.32,93.11,99,mincost
B,12,16385.59,1829.86,88.83,99,mincost
A,16,8185.410000000002,1950.2,76.17,99,mincost
C,10,12665.87,1039.83,91.79,99,mincost
E,3,4197.4,401.52,90.43,99,mincost
total,50,50848.569999999985,5869.730000000001,88.46,99,nnbound
F,1,0.0,0.0,0.0,99,nnbound
D,8,9414.3,648.32,93.11,99,nnbound
B,12,16385.59,1829.86,88.83,99,nnbound
A,16,8185.410000000002,1950.2,76.17,99,nnbound
C,10,12665.87,1039.83,91.79,99,nnbound
E,3,4197.4,401.52,90.43,99,nnbound
total,50,50848.569999999985,9959.95,80.41,99,udpp
F,1,0.0,0.0,0.0,99,udpp
D,8,9414.3,1744.2799999999997,81.47,99,udpp
B,12,16385.59,1362.97,91.68,99,udpp
A,16,8185.410000000002,1466.9099999999999,82.08,99,udpp
C,10,12665.87,5145.22,59.38,99,udpp
E,3,4197.4,240.57,94.27,99,udpp
total,50,9959.949999999997,9774.279999999997,80.78,99,istop
F,1,0.0,0.0,0.0,99,istop
D,8,1744.2799999999997,1676.02,82.2,99,istop
B,12,1362.97,1305.85,92.03,99,istop
A,16,1466.9100000000003,1463.4500000000003,82.12,99,istop
E,3,240.57,240.57,94.27,99,istop
C,10,5145.22,5088.39,59.83,99,istop
